"ID","ESCALE_DEPART","ESCALE_DESTINATION","CODE","DATE_CREATED"
"2235673","CDG","TXL","CDGTXL","current_timestamp"
"2235674","BLR","RAK","BLRRAK","current_timestamp"
"2235675","LOS","SSG","LOSSSG","current_timestamp"
"2235676","KCH","CMN","KCHCMN","current_timestamp"
"2235677","GDN","CKY","GDNCKY","current_timestamp"
"2235678","FNA","BER","FNABER","current_timestamp"
"2235679","DOH","BKK","DOHBKK","current_timestamp"
"2235680","KIV","CKY","KIVCKY","current_timestamp"
"2235681","AGA","FEZ","AGAFEZ","current_timestamp"
"2235682","BKO","ACC","BKOACC","current_timestamp"
"2235683","DOH","COO","DOHCOO","current_timestamp"
"2235684","MAD","COO","MADCOO","current_timestamp"
"2235685","ONT","FNA","ONTFNA","current_timestamp"
"2235686","ECN","TNG","ECNTNG","current_timestamp"
"2235687","CMN","CJU","CMNCJU","current_timestamp"
"2235688","BGF","DME","BGFDME","current_timestamp"
"2235689","SFO","CKY","SFOCKY","current_timestamp"
"2235690","NKC","PAR","NKCPAR","current_timestamp"
"2235691","ABJ","AUS","ABJAUS","current_timestamp"
"2235692","NDR","MCT","NDRMCT","current_timestamp"
"2235693","CAS","MRS","CASMRS","current_timestamp"
"2235694","NDJ","BGF","NDJBGF","current_timestamp"
"2235695","CAS","CGK","CASCGK","current_timestamp"
"2235696","TNG","SIN","TNGSIN","current_timestamp"
"2235697","ONT","LOS","ONTLOS","current_timestamp"
"2235698","FRA","CDG","FRACDG","current_timestamp"
"2235699","BKO","POS","BKOPOS","current_timestamp"
"2235700","FEZ","PSA","FEZPSA","current_timestamp"
"2235701","MUC","RAI","MUCRAI","current_timestamp"
"2235702","OVD","CKY","OVDCKY","current_timestamp"
"2235703","BRU","BEM","BRUBEM","current_timestamp"
"2235704","BEY","ABZ","BEYABZ","current_timestamp"
"2235705","RIO","BZV","RIOBZV","current_timestamp"
"2235706","ONT","RAK","ONTRAK","current_timestamp"
"2235707","GJT","BOD","GJTBOD","current_timestamp"
"2235708","NIM","BTV","NIMBTV","current_timestamp"
"2235709","YSJ","CMN","YSJCMN","current_timestamp"
"2235710","CMN","SHJ","CMNSHJ","current_timestamp"
"2235711","LGW","JED","LGWJED","current_timestamp"
"2235712","BKO","FCO","BKOFCO","current_timestamp"
"2235713","ORY","CTA","ORYCTA","current_timestamp"
"2235714","SLL","OXB","SLLOXB","current_timestamp"
"2235715","AMS","NDB","AMSNDB","current_timestamp"
"2235716","SCL","CPH","SCLCPH","current_timestamp"
"2235717","ERH","LBV","ERHLBV","current_timestamp"
"2235718","SAO","DSS","SAODSS","current_timestamp"
"2235719","CMH","BJL","CMHBJL","current_timestamp"
"2235720","CGK","OXB","CGKOXB","current_timestamp"
"2235721","CKY","DME","CKYDME","current_timestamp"
"2235722","MAD","SSG","MADSSG","current_timestamp"
"2235723","NAN","CMN","NANCMN","current_timestamp"
"2235724","EUN","LFW","EUNLFW","current_timestamp"
"2235725","CAS","SXB","CASSXB","current_timestamp"
"2235726","EUN","CKG","EUNCKG","current_timestamp"
"2235727","CTA","FEZ","CTAFEZ","current_timestamp"
"2235728","DTW","DSS","DTWDSS","current_timestamp"
"2235729","TBS","MLW","TBSMLW","current_timestamp"
"2235730","EBB","RBA","EBBRBA","current_timestamp"
"2235731","ALG","DEL","ALGDEL","current_timestamp"
"2235732","SYD","DBV","SYDDBV","current_timestamp"
"2235733","AMS","MPL","AMSMPL","current_timestamp"
"2235734","ABJ","EWR","ABJEWR","current_timestamp"
"2235735","GOI","RAK","GOIRAK","current_timestamp"
"2235736","OXB","NKC","OXBNKC","current_timestamp"
"2235737","LAX","NBO","LAXNBO","current_timestamp"
"2235738","COO","MIA","COOMIA","current_timestamp"
"2235739","GVA","LYS","GVALYS","current_timestamp"
"2235740","DXB","OUD","DXBOUD","current_timestamp"
"2235741","BGF","BLQ","BGFBLQ","current_timestamp"
"2235742","ORY","NKC","ORYNKC","current_timestamp"
"2235743","ACC","SLC","ACCSLC","current_timestamp"
"2235744","FAY","OUA","FAYOUA","current_timestamp"
"2235745","ZRH","ORY","ZRHORY","current_timestamp"
"2235746","AHU","MXP","AHUMXP","current_timestamp"
"2235747","ABJ","ESU","ABJESU","current_timestamp"
"2235748","VIL","PAP","VILPAP","current_timestamp"
"2235749","BGF","YYZ","BGFYYZ","current_timestamp"
"2235750","YAO","RGN","YAORGN","current_timestamp"
"2235751","SOF","EUN","SOFEUN","current_timestamp"
"2235752","LIM","GRU","LIMGRU","current_timestamp"
"2235753","OUA","SFO","OUASFO","current_timestamp"
"2235754","CMN","HGA","CMNHGA","current_timestamp"
"2235755","ABT","ACC","ABTACC","current_timestamp"
"2235756","ROB","MKE","ROBMKE","current_timestamp"
"2235757","HNL","CAI","HNLCAI","current_timestamp"
"2235758","BGF","BSL","BGFBSL","current_timestamp"
"2235759","CMN","FEZ","CMNFEZ","current_timestamp"
"2235760","DSS","FCO","DSSFCO","current_timestamp"
"2235761","OUA","KTM","OUAKTM","current_timestamp"
"2235762","ABV","LHR","ABVLHR","current_timestamp"
"2235763","CAI","GSV","CAIGSV","current_timestamp"
"2235764","DOH","ALG","DOHALG","current_timestamp"
"2235765","MXP","CDG","MXPCDG","current_timestamp"
"2235766","MEL","EDI","MELEDI","current_timestamp"
"2235767","JFK","GYD","JFKGYD","current_timestamp"
"2235768","NSI","BLQ","NSIBLQ","current_timestamp"
"2235769","MXP","YUL","MXPYUL","current_timestamp"
"2235770","CKY","ESU","CKYESU","current_timestamp"
"2235771","ALG","DLA","ALGDLA","current_timestamp"
"2235772","CAS","LFW","CASLFW","current_timestamp"
"2235773","MIA","MUC","MIAMUC","current_timestamp"
"2235774","LAD","TNG","LADTNG","current_timestamp"
"2235775","FNA","LHE","FNALHE","current_timestamp"
"2235776","SYD","MRU","SYDMRU","current_timestamp"
"2235777","LON","ATH","LONATH","current_timestamp"
"2235778","YAO","LYS","YAOLYS","current_timestamp"
"2235779","CPT","ERH","CPTERH","current_timestamp"
"2235780","PSC","RAK","PSCRAK","current_timestamp"
"2235781","BIA","RBA","BIARBA","current_timestamp"
"2235782","BEY","NDR","BEYNDR","current_timestamp"
"2235783","DPS","NKC","DPSNKC","current_timestamp"
"2235784","BOS","TRN","BOSTRN","current_timestamp"
"2235785","YHZ","TUN","YHZTUN","current_timestamp"
"2235786","COO","PTY","COOPTY","current_timestamp"
"2235787","CMN","ABZ","CMNABZ","current_timestamp"
"2235788","IAH","RBA","IAHRBA","current_timestamp"
"2235789","RAK","YQM","RAKYQM","current_timestamp"
"2235790","YAO","LBV","YAOLBV","current_timestamp"
"2235791","SAV","FNA","SAVFNA","current_timestamp"
"2235792","CKY","KHI","CKYKHI","current_timestamp"
"2235793","YQB","NDJ","YQBNDJ","current_timestamp"
"2235794","GZP","LAD","GZPLAD","current_timestamp"
"2235795","TUN","LHR","TUNLHR","current_timestamp"
"2235796","FEZ","JIB","FEZJIB","current_timestamp"
"2235797","NKC","BRU","NKCBRU","current_timestamp"
"2235798","DSS","DXB","DSSDXB","current_timestamp"
"2235799","FRA","NSI","FRANSI","current_timestamp"
"2235800","NUE","FEZ","NUEFEZ","current_timestamp"
"2235801","TPS","CMN","TPSCMN","current_timestamp"
"2235802","CTG","ABJ","CTGABJ","current_timestamp"
"2235803","DOH","YUL","DOHYUL","current_timestamp"
"2235804","CHC","DBV","CHCDBV","current_timestamp"
"2235805","ACC","IST","ACCIST","current_timestamp"
"2235806","BKO","TLS","BKOTLS","current_timestamp"
"2235807","TUN","OUA","TUNOUA","current_timestamp"
"2235808","NKC","GLN","NKCGLN","current_timestamp"
"2235809","SEL","DSS","SELDSS","current_timestamp"
"2235810","CAS","ALG","CASALG","current_timestamp"
"2235811","SSG","LBV","SSGLBV","current_timestamp"
"2235812","SSH","BJL","SSHBJL","current_timestamp"
"2235813","FNA","PNH","FNAPNH","current_timestamp"
"2235814","HAV","CMN","HAVCMN","current_timestamp"
"2235815","ERH","VCE","ERHVCE","current_timestamp"
"2235816","BKO","PNH","BKOPNH","current_timestamp"
"2235817","NBO","CAI","NBOCAI","current_timestamp"
"2235818","KWI","FEZ","KWIFEZ","current_timestamp"
"2235819","CAS","ICN","CASICN","current_timestamp"
"2235820","CAS","LOS","CASLOS","current_timestamp"
"2235821","JAN","CDG","JANCDG","current_timestamp"
"2235822","DEN","NDR","DENNDR","current_timestamp"
"2235823","AMM","LFW","AMMLFW","current_timestamp"
"2235824","HKG","EUN","HKGEUN","current_timestamp"
"2235825","JFK","AYT","JFKAYT","current_timestamp"
"2235826","BUH","LOS","BUHLOS","current_timestamp"
"2235827","JED","LIN","JEDLIN","current_timestamp"
"2235828","OZZ","AGA","OZZAGA","current_timestamp"
"2235830","ROM","NBO","ROMNBO","current_timestamp"
"2235831","LEX","PAR","LEXPAR","current_timestamp"
"2235832","QYG","ACC","QYGACC","current_timestamp"
"2235833","CAY","BKO","CAYBKO","current_timestamp"
"2235834","FIH","SVQ","FIHSVQ","current_timestamp"
"2235835","TLL","TNG","TLLTNG","current_timestamp"
"2235836","BLQ","SVQ","BLQSVQ","current_timestamp"
"2235837","FEZ","SSH","FEZSSH","current_timestamp"
"2235838","MXP","ORY","MXPORY","current_timestamp"
"2235839","SYD","ATH","SYDATH","current_timestamp"
"2235840","SLC","ABJ","SLCABJ","current_timestamp"
"2235841","SEZ","RAI","SEZRAI","current_timestamp"
"2235842","BGF","DAC","BGFDAC","current_timestamp"
"2235843","BLL","BJL","BLLBJL","current_timestamp"
"2235844","CKY","MUC","CKYMUC","current_timestamp"
"2235845","AYT","AMS","AYTAMS","current_timestamp"
"2235846","EUN","JAX","EUNJAX","current_timestamp"
"2235847","CPT","LBV","CPTLBV","current_timestamp"
"2235848","YEG","CAS","YEGCAS","current_timestamp"
"2235849","BKO","PNR","BKOPNR","current_timestamp"
"2235850","ORD","JFK","ORDJFK","current_timestamp"
"2235851","HND","LBV","HNDLBV","current_timestamp"
"2235852","BKO","GLA","BKOGLA","current_timestamp"
"2235853","MNL","FEZ","MNLFEZ","current_timestamp"
"2235854","AGP","FCO","AGPFCO","current_timestamp"
"2235855","TTU","LPA","TTULPA","current_timestamp"
"2235856","CHI","MAD","CHIMAD","current_timestamp"
"2235857","CKY","ADD","CKYADD","current_timestamp"
"2235858","AUH","NKC","AUHNKC","current_timestamp"
"2235859","OUA","FRA","OUAFRA","current_timestamp"
"2235860","VLC","LFW","VLCLFW","current_timestamp"
"2235861","AGA","PKX","AGAPKX","current_timestamp"
"2235862","OUA","MPL","OUAMPL","current_timestamp"
"2235863","LBV","MRS","LBVMRS","current_timestamp"
"2235864","OUD","ATL","OUDATL","current_timestamp"
"2235865","ESB","LOS","ESBLOS","current_timestamp"
"2235866","TNG","LOS","TNGLOS","current_timestamp"
"2235867","YTO","DLA","YTODLA","current_timestamp"
"2235868","LOS","MCT","LOSMCT","current_timestamp"
"2235869","CMN","YEA","CMNYEA","current_timestamp"
"2235870","ESB","OUA","ESBOUA","current_timestamp"
"2235871","COO","BKO","COOBKO","current_timestamp"
"2235872","PAR","ESU","PARESU","current_timestamp"
"2235873","FRA","ESU","FRAESU","current_timestamp"
"2235874","CHI","CAS","CHICAS","current_timestamp"
"2235875","LAS","CAS","LASCAS","current_timestamp"
"2235876","ZVJ","FNA","ZVJFNA","current_timestamp"
"2235877","YEG","NKC","YEGNKC","current_timestamp"
"2235878","RAK","ECN","RAKECN","current_timestamp"
"2235879","DOH","AHU","DOHAHU","current_timestamp"
"2235880","GRU","ALG","GRUALG","current_timestamp"
"2235881","NSI","SSG","NSISSG","current_timestamp"
"2235882","MMK","AGA","MMKAGA","current_timestamp"
"2235883","DFW","ABV","DFWABV","current_timestamp"
"2235884","LEX","CAS","LEXCAS","current_timestamp"
"2235885","OUA","SKT","OUASKT","current_timestamp"
"2235886","AUS","MRS","AUSMRS","current_timestamp"
"2235887","BJL","CEB","BJLCEB","current_timestamp"
"2235888","LGA","RAK","LGARAK","current_timestamp"
"2235889","MLA","LIS","MLALIS","current_timestamp"
"2235890","MSO","CAS","MSOCAS","current_timestamp"
"2235891","LAD","JNB","LADJNB","current_timestamp"
"2235892","AUS","FIH","AUSFIH","current_timestamp"
"2235893","BKO","GIZ","BKOGIZ","current_timestamp"
"2235894","CCJ","ACC","CCJACC","current_timestamp"
"2235895","CMN","OGZ","CMNOGZ","current_timestamp"
"2235896","DEN","BKO","DENBKO","current_timestamp"
"2235897","YAO","GVA","YAOGVA","current_timestamp"
"2235898","IST","JED","ISTJED","current_timestamp"
"2235899","TNG","PNA","TNGPNA","current_timestamp"
"2235900","PRN","CMN","PRNCMN","current_timestamp"
"2235901","LYS","COO","LYSCOO","current_timestamp"
"2235902","DOH","VIE","DOHVIE","current_timestamp"
"2235903","BSR","CKY","BSRCKY","current_timestamp"
"2235904","BRU","ESU","BRUESU","current_timestamp"
"2235905","CWB","RAK","CWBRAK","current_timestamp"
"2235906","ADL","LHR","ADLLHR","current_timestamp"
"2235907","IAH","LIS","IAHLIS","current_timestamp"
"2235910","DUD","BCN","DUDBCN","current_timestamp"
"2235911","BEL","EUN","BELEUN","current_timestamp"
"2235912","ABJ","BOM","ABJBOM","current_timestamp"
"2235913","TTA","CAI","TTACAI","current_timestamp"
"2235914","OZZ","PRG","OZZPRG","current_timestamp"
"2235915","LCY","VIL","LCYVIL","current_timestamp"
"2235916","FAY","ROB","FAYROB","current_timestamp"
"2235917","AMS","AYT","AMSAYT","current_timestamp"
"2235918","MUC","TTA","MUCTTA","current_timestamp"
"2235919","PNR","LFW","PNRLFW","current_timestamp"
"2235920","FNA","MCI","FNAMCI","current_timestamp"
"2235921","BHZ","MIL","BHZMIL","current_timestamp"
"2235922","ABJ","ITH","ABJITH","current_timestamp"
"2235923","MST","TNG","MSTTNG","current_timestamp"
"2235924","JNB","MPM","JNBMPM","current_timestamp"
"2235925","RBA","ISU","RBAISU","current_timestamp"
"2235926","CMN","NVT","CMNNVT","current_timestamp"
"2235927","OAJ","CMN","OAJCMN","current_timestamp"
"2235928","MVD","RAK","MVDRAK","current_timestamp"
"2235929","MPL","CAS","MPLCAS","current_timestamp"
"2235930","VIL","MXP","VILMXP","current_timestamp"
"2235931","MAD","BZV","MADBZV","current_timestamp"
"2235932","CDG","CKY","CDGCKY","current_timestamp"
"2235933","YEG","TUN","YEGTUN","current_timestamp"
"2235934","TNG","BGF","TNGBGF","current_timestamp"
"2235935","ROT","BCN","ROTBCN","current_timestamp"
"2235936","DSS","TFU","DSSTFU","current_timestamp"
"2235937","MAD","JED","MADJED","current_timestamp"
"2235938","CMN","CKG","CMNCKG","current_timestamp"
"2235939","AGA","DAC","AGADAC","current_timestamp"
"2235940","OUA","VCE","OUAVCE","current_timestamp"
"2235941","BJL","NKC","BJLNKC","current_timestamp"
"2235942","SAO","BEY","SAOBEY","current_timestamp"
"2235943","CMN","CUN","CMNCUN","current_timestamp"
"2235944","JER","AGA","JERAGA","current_timestamp"
"2235945","CMN","ASW","CMNASW","current_timestamp"
"2235946","FNA","CKG","FNACKG","current_timestamp"
"2235947","NKC","EDI","NKCEDI","current_timestamp"
"2235948","FIH","ORH","FIHORH","current_timestamp"
"2235949","ROB","JRO","ROBJRO","current_timestamp"
"2235950","HYD","ABJ","HYDABJ","current_timestamp"
"2235951","CAS","FLR","CASFLR","current_timestamp"
"2235952","PVG","SSG","PVGSSG","current_timestamp"
"2235953","BOD","NBO","BODNBO","current_timestamp"
"2235954","BJL","ADD","BJLADD","current_timestamp"
"2235955","YEA","DKR","YEADKR","current_timestamp"
"2235956","OKA","FNA","OKAFNA","current_timestamp"
"2235957","BAH","CHO","BAHCHO","current_timestamp"
"2235958","NDR","DUB","NDRDUB","current_timestamp"
"2235959","SAN","AMM","SANAMM","current_timestamp"
"2235960","NIM","ISU","NIMISU","current_timestamp"
"2235961","SYD","FLR","SYDFLR","current_timestamp"
"2235962","BQN","AGA","BQNAGA","current_timestamp"
"2235963","OXB","EDI","OXBEDI","current_timestamp"
"2235964","AGA","DMS","AGADMS","current_timestamp"
"2235965","SSG","LFW","SSGLFW","current_timestamp"
"2235966","CMN","PNS","CMNPNS","current_timestamp"
"2235967","BJL","BGF","BJLBGF","current_timestamp"
"2235968","FMO","LOS","FMOLOS","current_timestamp"
"2235969","MUC","LHR","MUCLHR","current_timestamp"
"2235970","YEG","DLA","YEGDLA","current_timestamp"
"2235971","BKO","MEL","BKOMEL","current_timestamp"
"2235972","IST","AUH","ISTAUH","current_timestamp"
"2235973","RIO","MAD","RIOMAD","current_timestamp"
"2235974","VGO","ABJ","VGOABJ","current_timestamp"
"2235975","AUH","ACC","AUHACC","current_timestamp"
"2235976","ICN","COO","ICNCOO","current_timestamp"
"2235977","DSS","GVA","DSSGVA","current_timestamp"
"2235978","SFO","ESU","SFOESU","current_timestamp"
"2235979","BKO","ZRH","BKOZRH","current_timestamp"
"2235980","MPM","TNG","MPMTNG","current_timestamp"
"2235981","FNA","MED","FNAMED","current_timestamp"
"2235982","YFC","CAI","YFCCAI","current_timestamp"
"2235983","SJU","BKO","SJUBKO","current_timestamp"
"2235984","TRS","TTA","TRSTTA","current_timestamp"
"2235985","MXP","VIE","MXPVIE","current_timestamp"
"2235986","LON","RUH","LONRUH","current_timestamp"
"2235988","ABJ","SAO","ABJSAO","current_timestamp"
"2235989","LIS","GIB","LISGIB","current_timestamp"
"2235990","ISU","ABJ","ISUABJ","current_timestamp"
"2235991","BKO","CKG","BKOCKG","current_timestamp"
"2235992","ACC","KZN","ACCKZN","current_timestamp"
"2235993","CAS","DBQ","CASDBQ","current_timestamp"
"2235994","OUD","ASF","OUDASF","current_timestamp"
"2235995","AGP","LAS","AGPLAS","current_timestamp"
"2235996","NDJ","SLC","NDJSLC","current_timestamp"
"2235997","LIM","AGA","LIMAGA","current_timestamp"
"2235998","LOS","TUN","LOSTUN","current_timestamp"
"2235999","BOS","MCT","BOSMCT","current_timestamp"
"2236000","FEZ","BLR","FEZBLR","current_timestamp"
"2236001","IST","PUJ","ISTPUJ","current_timestamp"
"2236002","MPL","IST","MPLIST","current_timestamp"
"2236003","AUH","OZZ","AUHOZZ","current_timestamp"
"2236004","CKY","MIL","CKYMIL","current_timestamp"
"2236005","COO","ABJ","COOABJ","current_timestamp"
"2236006","CEB","CMN","CEBCMN","current_timestamp"
"2236007","ROB","YUL","ROBYUL","current_timestamp"
"2236009","MIA","BJL","MIABJL","current_timestamp"
"2236010","CMN","RJL","CMNRJL","current_timestamp"
"2236011","ROB","PKX","ROBPKX","current_timestamp"
"2236013","CKY","HND","CKYHND","current_timestamp"
"2236014","TFS","ACC","TFSACC","current_timestamp"
"2236015","CMN","STL","CMNSTL","current_timestamp"
"2236016","CAI","MUC","CAIMUC","current_timestamp"
"2236017","RAK","GIZ","RAKGIZ","current_timestamp"
"2236018","DOH","BOS","DOHBOS","current_timestamp"
"2236019","PER","CDG","PERCDG","current_timestamp"
"2236020","NSI","BOY","NSIBOY","current_timestamp"
"2236021","BOM","ROB","BOMROB","current_timestamp"
"2236022","SYR","LOS","SYRLOS","current_timestamp"
"2236023","CKY","CEK","CKYCEK","current_timestamp"
"2236024","PKX","AMS","PKXAMS","current_timestamp"
"2236025","NSI","LAD","NSILAD","current_timestamp"
"2236026","ABJ","PHX","ABJPHX","current_timestamp"
"2236027","FNA","IAH","FNAIAH","current_timestamp"
"2236028","STO","LOS","STOLOS","current_timestamp"
"2236029","CAI","ELQ","CAIELQ","current_timestamp"
"2236030","RIC","CDG","RICCDG","current_timestamp"
"2236031","YQY","CAS","YQYCAS","current_timestamp"
"2236032","CMH","USM","CMHUSM","current_timestamp"
"2236033","KUL","LPA","KULLPA","current_timestamp"
"2236034","SFO","AMS","SFOAMS","current_timestamp"
"2236035","SIN","LHR","SINLHR","current_timestamp"
"2236036","TXL","LAD","TXLLAD","current_timestamp"
"2236037","YQL","TUN","YQLTUN","current_timestamp"
"2236038","PRG","RAI","PRGRAI","current_timestamp"
"2236039","KRT","CMN","KRTCMN","current_timestamp"
"2236040","AMS","OZZ","AMSOZZ","current_timestamp"
"2236041","ROB","ROB","ROBROB","current_timestamp"
"2236042","LHR","COO","LHRCOO","current_timestamp"
"2236043","NIM","ADB","NIMADB","current_timestamp"
"2236044","LXR","NKC","LXRNKC","current_timestamp"
"2236045","ADB","FNA","ADBFNA","current_timestamp"
"2236046","ABJ","MED","ABJMED","current_timestamp"
"2236047","FNA","RAI","FNARAI","current_timestamp"
"2236048","TCI","CMN","TCICMN","current_timestamp"
"2236049","TNG","AGA","TNGAGA","current_timestamp"
"2236051","OXB","MAD","OXBMAD","current_timestamp"
"2236052","TNG","RAI","TNGRAI","current_timestamp"
"2236053","NKC","HKG","NKCHKG","current_timestamp"
"2236054","IAH","TUN","IAHTUN","current_timestamp"
"2236055","HAN","ROB","HANROB","current_timestamp"
"2236056","ICN","DXB","ICNDXB","current_timestamp"
"2236057","WAS","DXB","WASDXB","current_timestamp"
"2236058","ATH","GVA","ATHGVA","current_timestamp"
"2236059","SSG","MAD","SSGMAD","current_timestamp"
"2236060","SAN","FEZ","SANFEZ","current_timestamp"
"2236061","RAE","LOS","RAELOS","current_timestamp"
"2236062","TPE","TNG","TPETNG","current_timestamp"
"2236063","MEX","SVQ","MEXSVQ","current_timestamp"
"2236064","LHR","BWI","LHRBWI","current_timestamp"
